LocationID,OwnerCSZ,ManagerCSZ,ZIp1,ZIp2,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS
'19OR,"BORING, OR 97009","BORING, OR 97009",97009,97009,45-06-34.4230N,162394.4230N,121-13-25.2220W,436405.2220W
'OR95,"MCMINNVILLE, OR 97128-0292","MC MINNVILLE, OR 97128-0292",97128-0292,97128-0292,45-02-59.4220N,162179.4220N,123-14-04.3690W,443644.3690W
'26U,"SALEM, OR 97302-1125","SALEM, OR 97302-1125",97302-1125,97302-1125,42-00-37.1000N,151237.1000N,117-43-37.7000W,423817.7000W
'00S,"SALEM, OR 97302","SALEM, OR 97302",97302,97302,44-10-53.6000N,159053.6000N,122-05-08.0000W,439508.0000W
'MMV,"MC MINNVILLE, OR 97128","MC MINNVILLE, OR 97128",97128,97128,45-11-40.3654N,162700.3654N,123-08-09.8453W,443289.8453W
'OG38,"MCMINNVILLE, OR 97128","MCMINNVILLE, OR 97128",97128,97128,45-11-56.3800N,162716.3800N,123-09-58.8000W,443398.8000W
'OR97,"MEDFORD, OR 97501","MEDFORD, OR 97501",97501,97501,42-26-19.4510N,152779.4510N,122-51-49.1480W,442309.1480W
'0OR0,"MEDFORD, OR 97504","PORTLAND, OR 97213",97504,97213,42-20-19.8000N,152419.8000N,122-51-45.9500W,442305.9500W
'MFR,"MEDFORD, OR 97501","MEDFORD, OR 97504",97501,97504,42-22-27.2000N,152547.2000N,122-52-24.6000W,442344.6000W
'OR99,"MEDFORD, OR 97501","MEDFORD, OR 97501",97501,97501,42-19-04.7400N,152344.7400N,122-49-54.2200W,442194.2200W
'OR06,"WHITE CITY, OR 97503","WHITE CITY, OR 97503",97503,97503,42-32-20.4460N,153140.4460N,122-55-22.6140W,442522.6140W
'0OR2,"GRANTS PASS, OR 97526","GRANTS PASS, OR 97526",97526,97526,42-07-59.4220N,151679.4220N,123-27-04.2190W,444424.2190W
'0OR3,"MERRILL, OR 97633-0613",,97633-0613,#VALUE!,42-01-08.5390N,151268.5390N,121-42-13.9880W,438133.9880W
'0OR4,"PORTLAND, OR 97204","PORTLAND, OR 97204",97204,97204,44-36-59.4270N,160619.4270N,121-16-04.1690W,436564.1690W
'9OR4,"MILTON FREEWATER, OR 97862-7328","MILTON FREEWATER, OR 97862",97862-7328,97862,45-56-01.4830N,165361.4830N,118-26-51.8900W,426411.8900W
'OG33,"MILTON-FREEWATER, OR 97862","MILTON-FREEWATER, OR 97862",97862,97862,45-52-44.4810N,165164.4810N,118-24-18.8770W,426258.8770W
'64OG,"PRINEVILLE, OR 97754","PRINEVILLE, OR 97754",97754,97754,44-29-36.3700N,160176.3700N,119-50-37.2700W,431437.2700W
'04OR,"MITCHELL, OR 97750","MITCHELL, OR 97750",97750,97750,44-44-59.4790N,161099.4790N,120-12-04.0640W,432724.0640W
'5OR1,"MOLALLA, OR 97038","ESTER, AK 99725",97038,99725,45-08-28.4380N,162508.4380N,122-37-17.3190W,441437.3190W
'OL05,"SALEM, OR 97302","SALEM, OR 97302",97302,97302,45-08-46.4390N,162526.4390N,122-37-03.3190W,441423.3190W
'OG52,"MONMOUTH, OR 97361","MONMOUTH, OR 97361",97361,97361,44-50-21.2000N,161421.2000N,123-15-32.1600W,443732.1600W
'0OR7,"MONMOUTH, OR 97361","MONMOUTH, OR 97361",97361,97361,44-51-14.4270N,161474.4270N,123-15-49.3620W,443749.3620W
'12S,"MONUMENT, OR 97864","MONUMENT, OR 97864",97864,97864,44-49-53.5000N,161393.5000N,119-25-46.8000W,429946.8000W
'0OR9,"HOOD RIVER, OR 97031","HOOD RIVER, OR 97031",97031,97031,45-35-33.4220N,164133.4220N,121-32-55.2670W,437575.2670W
'16S,"MYRTLE CREEK, OR 97457","MYRTLE CREEK, OR 97457",97457,97457,42-59-50.1400N,154790.1400N,123-18-55.2500W,443935.2500W
'OG62,"MYRTLE CREEK, OR 97457","MYRTLE CREEK, OR 97457",97457,97457,43-01-24.0000N,154884.0000N,123-16-50.0000W,443810.0000W
'17S,"NEWBERG, OR 97132","NEWBERG, OR 97132",97132,97132,45-19-25.4200N,163165.4200N,123-03-15.3700W,442995.3700W
'1OR1,"NEWBERG, OR 97132","NEWBERG, OR 97132",97132,97132,45-21-19.4230N,163279.4230N,122-56-46.3630W,442606.3630W
'28OR,"NEWBERG, OR 97132","NEWBERG, OR 97132",97132,97132,45-18-44.0000N,163124.0000N,122-54-05.0000W,442445.0000W
'OG55,"NEWBERG, OR 97132","NEWBERG, OR 97132",97132,97132,45-18-30.2000N,163110.2000N,122-56-12.9100W,442572.9100W
'73OR,"NEWBERG, OR 97132","NEWBERG, OR 97132",97132,97132,45-22-13.4180N,163333.4180N,123-03-54.3760W,443034.3760W
'2S6,"NEWBERG, OR 97132","NEWBERG, OR 97132",97132,97132,45-17-44.4240N,163064.4240N,122-57-19.3620W,442639.3620W
'74OR,"NEWBERG, OR 97132","NEWBERG, OR 97132",97132,97132,45-19-25.4220N,163165.4220N,123-01-08.3700W,442868.3700W
'ONP,"NEWPORT, OR 97365","NEWPORT, OR 97365",97365,97365,44-34-49.3000N,160489.3000N,124-03-28.5000W,446608.5000W
'8OR9,"NEWPORT, OR 97365","NEWPORT, OR 97365",97365,97365,44-37-42.6200N,160662.6200N,124-03-37.7200W,446617.7200W
'1OR2,"NORTH BEND, OR 97459","NORTH BEND, OR 97459",97459,97459,43-24-31.4040N,156271.4040N,124-13-05.4060W,447185.4060W
'OTH,"NORTH BEND, OR 97459-2079","NORTH BEND, OR 97459-2079",97459-2079,97459-2079,43-25-01.0000N,156301.0000N,124-14-49.3000W,447289.3000W
'1OR0,"NORTH BEND, OR 97459","NORTH BEND, OR 97459",97459,97459,43-28-59.4080N,156539.4080N,124-12-10.4110W,447130.4110W
'OG63,"NORTH PLAINS, OR 97133","NORTH PLAINS, OR 97133",97133,97133,45-38-56.0000N,164336.0000N,123-02-22.0000W,442942.0000W
'1OR4,"PORTLAND, OR 97210","PORTLAND, OR 97210",97210,97210,45-36-14.4130N,164174.4130N,123-01-29.3830W,442889.3830W
'1OR3,"NORTH PLAINS, OR 97133","NORTH PLAIN, OR 97113",97133,97113,45-35-29.4140N,164129.4140N,123-00-34.3800W,442834.3800W
'97OG,"NYSSA, OR 97913","NYSSA, OR 97913",97913,97913,43-53-52.1800N,158032.1800N,116-59-23.8700W,421163.8700W
'2OR4,"OAKLAND, OR 97462","OAKLAND, OR 97462",97462,97462,43-28-29.4240N,156509.4240N,123-20-44.2920W,444044.2920W
'60OR,"ROSEBURG, OR 97470","ROSEBURG, OR 97470",97470,97470,43-25-35.4260N,156335.4260N,123-16-47.2720W,443807.2720W
'13OR,"OAKRIDGE, OR 97463","OAKRIDGE, OR 97463",97463,97463,43-44-26.4440N,157466.4440N,122-25-35.1710W,440735.1710W
'5S0,"SALEM, OR 97310","SALEM, OR 97310",97310,97310,43-45-09.2000N,157509.2000N,122-30-16.3000W,441016.3000W
'ONO,"ONTARIO, OR 97914","ONTARIO, OR 97914",97914,97914,44-01-09.7000N,158469.7000N,117-00-46.9000W,421246.9000W
'5OR6,"ONTARIO, OR 97914","ONTARIO, OR 97914",97914,97914,44-01-32.0200N,158492.0200N,116-58-32.9200W,421112.9200W
'OG30,"OREGON CITY, OR 97045","OREGON CITY, OR 97045",97045,97045,45-18-59.4360N,163139.4360N,122-36-19.3280W,441379.3280W
'OG20,"OREGON CITY, OR 97045","OREGON CITY, OR 97045",97045,97045,45-19-14.4380N,163154.4380N,122-33-04.3220W,441184.3220W
'2OR0,"OREGON CITY, OR 97045","OREGON CITY, OR 97045",97045,97045,45-20-39.4380N,163239.4380N,122-31-04.3210W,441064.3210W
'7OR9,"OREGON CITY, OR 97045","OREGON CITY, OR 97045",97045,97045,45-19-27.4390N,163167.4390N,122-28-19.3160W,440899.3160W
'1OR9,"OREGON CITY, OR 97045","PORTLAND, OR 97213",97045,97213,45-21-21.8600N,163281.8600N,122-35-09.6100W,441309.6100W
'1OR7,"OREGON CITY, OR 97045","OREGON CITY, OR 97045",97045,97045,45-17-16.4400N,163036.4400N,122-27-22.0000W,440842.0000W
'28U,"SALEM, OR 97302-1125","SALEM, OR 97302-1125",97302-1125,97302-1125,43-25-29.4000N,156329.4000N,117-20-44.4000W,422444.4000W
'OR83,"BOISE, ID 83707","OXBOW, ID 97840",83707,97840,44-58-28.3000N,161908.3000N,116-51-30.1400W,420690.1400W
'PFC,"SALEM, OR 97302-1125","SALEM, OR 97302-1125",97302-1125,97302-1125,45-11-57.7000N,162717.7000N,123-57-42.8200W,446262.8200W
'22S,"LAKEVIEW, OR 97630","LAKEVIEW, OR 97603",97630,97603,42-43-04.7000N,153784.7000N,120-33-46.0000W,434026.0000W
'46OR,"PENDLETON, OR 97801",,97801,#VALUE!,45-38-33.4690N,164313.4690N,118-48-31.9510W,427711.9510W
'PDT,"PENDLETON, OR 97801","PENDLETON, OR 97801",97801,97801,45-41-41.1533N,164501.1533N,118-50-34.8322W,427834.8322W
'OG42,"AGANA HEIGHTS, GU 96910","AGANA HEIGHTS, GU 96910",96910,96910,45-39-17.4700N,164357.4700N,118-35-22.9000W,426922.9000W
'45OG,"PILOT ROCK, OR 97868","PILOT ROCK, OR 97868",97868,97868,45-28-35.0000N,163715.0000N,118-47-30.0000W,427650.0000W
'24S,"SALEM, OR 97302-1125","SALEM, OR 97310",97302-1125,97310,42-06-36.7000N,151596.7000N,122-22-59.2000W,440579.2000W
'7OR5,"PORTLAND, OR 97227","PORTLAND, OR 97227",97227,97227,45-32-40.0800N,163960.0800N,122-40-17.5500W,441617.5500W
'3OR3,"PORTLAND, OR 97211","PORTLAND, OR 97211",97211,97211,45-35-19.4230N,164119.4230N,122-39-14.3470W,441554.3470W
'21OR,"PORTLAND, OR 97232","PORTLAND, OR 97207",97232,97207,45-31-37.4260N,163897.4260N,122-38-38.3430W,441518.3430W
'9OR6,"PORTLAND, OR 97239","PORTLAND, OR 97239",97239,97239,45-29-56.9900N,163796.9900N,122-41-06.6000W,441666.6000W
'3OR0,"PORTLAND, OR 97204","PORTLAND, OR 97202",97204,97202,45-29-45.4270N,163785.4270N,122-38-52.3420W,441532.3420W
'9OR5,"PORTLAND, OR 97216","PORTLAND, OR 97216",97216,97216,45-30-47.4700N,163847.4700N,122-33-30.5800W,441210.5800W
'61J,"PORTLAND, OR 97204","PORTLAND, OR 97204",97204,97204,45-31-31.0000N,163891.0000N,122-40-15.3440W,441615.3440W
'PDX,"PORTLAND, OR 97208","PORTLAND, OR 97218",97208,97218,45-35-19.3519N,164119.3519N,122-35-48.7299W,441348.7299W
'HIO,"PORTLAND, OR 97208","PORTLAND, OR 97208",97208,97208,45-32-31.6384N,163951.6384N,122-57-02.5965W,442622.5965W
'TTD,"PORTLAND, OR 97208","PORTLAND, OR 97208",97208,97208,45-32-57.7000N,163977.7000N,122-24-04.5000W,440644.5000W
'34OR,"PORTLAND, OR 97213","PORTLAND, OR 97213",97213,97213,45-31-40.8500N,163900.8500N,122-36-43.5300W,441403.5300W
'OG11,"PORTLAND, OR 97227","PORTLAND, OR 97227",97227,97227,45-31-58.0000N,163918.0000N,122-39-58.0000W,441598.0000W
'2OR9,"PORTLAND, OR 97204","PORTLAND, OR 97204",97204,97204,45-31-01.4250N,163861.4250N,122-40-25.3450W,441625.3450W
'4S9,"SALEM, OR 97302","SALEM, OR 97302",97302,97302,45-12-59.6000N,162779.6000N,122-35-24.7000W,441324.7000W
'42OR,"BEND, OR 97701","BEND, OR 97701",97701,97701,44-08-03.0000N,158883.0000N,120-19-23.0000W,433163.0000W
'93OG,"POWELL BUTTE, OR 97753","POWELL BUTTE, OR 97753",97753,97753,44-18-45.0000N,159525.0000N,121-00-25.0000W,435625.0000W
'6S6,"MYRTLE POINT, OR 97458","MYRTLE POINT, OR 97458",97458,97458,42-52-09.7000N,154329.7000N,124-03-32.5000W,446612.5000W
'97OR,"PRAIRIE CITY, OR 97869","PRAIRIE CITY, OR 97869",97869,97869,44-26-06.5700N,159966.5700N,118-39-44.8050W,427184.8050W
'OR17,"PRAIRIE CITY, OR 97869","PRAIRIE CITY, OR 97869",97869,97869,44-24-42.5690N,159882.5690N,118-41-28.8060W,427288.8060W
'77OR,"PRINEVILLE, OR 97754","PRINEVILLE, OR 97754",97754,97754,44-16-47.4490N,159407.4490N,120-54-06.0840W,435246.0840W
'OG21,"PRINEVILLE, OR 97754","PRINEVILLE, OR 97754",97754,97754,44-11-42.5000N,159102.5000N,120-49-23.1000W,434963.1000W
'2OR2,"PRINEVILLE, OR 97754","PRINEVILLE, OR 97754",97754,97754,44-18-38.1700N,159518.1700N,120-50-41.1900W,435041.1900W
'S39,"PRINEVILLE, OR 97754","PRINEVILLE, OR 97754",97754,97754,44-17-16.0000N,159436.0000N,120-54-18.6000W,435258.6000W
'6OR4,"PRINEVILLE, OR 97754","PRINEVILLE, OR 97754",97754,97754,44-16-23.4570N,159383.4570N,120-47-41.0710W,434861.0710W
'64S,"SALEM, OR 97302-1125","SALEM, OR 97302-1125",97302-1125,97302-1125,42-44-33.3000N,153873.3000N,122-29-20.3000W,440960.3000W
'20OR,"OREGON CITY, OR 97045","OREGON CITY, OR 97045",97045,97045,45-19-30.0000N,163170.0000N,122-25-27.0000W,440727.0000W
'62OR,"REDMOND, OR 97756","REDMOND, OR 97756",97756,97756,44-19-18.0000N,159558.0000N,121-11-36.0000W,436296.0000W
'3OR8,"REDMOND, OR 97756","REDMOND, OR 97756",97756,97756,44-16-59.4280N,159419.4280N,121-16-09.1310W,436569.1310W
'OR02,"REDMOND, OR 97756",,97756,#VALUE!,44-20-08.4410N,159608.4410N,121-01-12.1040W,435672.1040W
'RDM,"REDMOND, OR 97756-0100","REDMOND, OR 97756-8643",97756-0100,97756-8643,44-15-14.6000N,159314.6000N,121-08-59.9000W,436139.9000W
'79OR,"REEDSPORT, OR 97467","REEDSPORT, OR 97467",97467,97467,43-41-38.8300N,157298.8300N,124-08-12.6200W,446892.6200W
'4OR0,"ROGUE RIVER, OR 97537","ROGUE RIVER, OR 97537",97537,97537,42-33-18.4300N,153198.4300N,123-12-16.2000W,443536.2000W
'0OR6,"JORDAN VALLEY, OR 97910","JORDAN VALLEY, OR 97910",97910,97910,42-50-02.5630N,154202.5630N,117-37-44.5600W,423464.5600W
'REO,"SALEM, OR 97302-1125","SALEM, OR 97302-1125",97302-1125,97302-1125,42-34-39.5760N,153279.5760N,117-53-07.5480W,424387.5480W
'95OR,"ROSEBURG, OR 97471","ROSEBURG, OR 97471",97471,97471,43-12-27.4130N,155547.4130N,123-31-57.2900W,444717.2900W
'5S1,"WINCHESTER, OR 97495","ROSEBURG, OR 97470",97495,97470,43-12-55.6000N,155575.6000N,123-24-15.8000W,444255.8000W
'48OR,"ROSEBURG, OR 97471","ROSEBURG, OR 97471",97471,97471,43-09-33.4140N,155373.4140N,123-30-06.2790W,444606.2790W
'1OG1,"ROSEBURG, OR 97471","ROSEBURG, OR 97471",97471,97471,43-14-34.3700N,155674.3700N,123-21-59.9100W,444119.9100W
'OG40,"ROSEBURG, OR 97470","ROSEBURG, OR 97470",97470,97470,43-14-14.4100N,155654.4100N,123-29-34.9800W,444574.9800W
'RBG,"ROSEBURG, OR 97470","ROSEBURG, OR 97470",97470,97470,43-14-21.6102N,155661.6102N,123-21-21.0569W,444081.0569W
'58OR,"GLIDE, OR 97443","GLIDE, OR 97443",97443,97443,43-18-35.0000N,155915.0000N,123-07-37.0000W,443257.0000W
'OG13,"JACKSONVILLE, OR 97530","JACKSONVILLE, OR 97530",97530,97530,42-14-46.6850N,152086.6850N,123-04-14.9150W,443054.9150W
'OR87,"SALEM, OR 97305","SALEM, OR 97305",97305,97305,44-57-58.0000N,161878.0000N,122-55-21.0000W,442521.0000W
'3OR5,"SALEM, OR 97306","SALEM, OR 97306",97306,97306,44-51-36.4330N,161496.4330N,123-02-18.3420W,442938.3420W
'4OR5,"SALEM, OR 97305",,97305,#VALUE!,44-58-04.4320N,161884.4320N,122-56-29.3390W,442589.3390W
'4OR7,"SALEM, OR 97305","SALEM, OR 97305",97305,97305,44-59-07.4320N,161947.4320N,122-56-46.3400W,442606.3400W
'4OR1,"SALEM, OR 97309-5047","SALEM, OR 97302",97309-5047,97302,44-54-36.4320N,161676.4320N,123-00-09.3420W,442809.3420W
'SLE,"SALEM, OR 97301","SALEM, OR 97302",97301,97302,44-54-34.3000N,161674.3000N,123-00-09.0000W,442809.0000W
'51OR,"PORTLAND, OR 97204","PORTLAND, OR 97204",97204,97204,44-59-58.4300N,161998.4300N,122-58-37.3420W,442717.3420W
'9OR2,"SALEM, OR 97302","SALEM, OR 97302",97302,97302,44-52-05.4330N,161525.4330N,123-01-21.3420W,442881.3420W
'OG37,"SALEM, OR 97302","SALEM, OR 97301",97302,97301,44-55-57.4000N,161757.4000N,123-02-02.0000W,442922.0000W
'4OR8,"SALEM, OR 97306",,97306,#VALUE!,44-50-54.4330N,161454.4330N,123-02-29.3430W,442949.3430W
'S48,"SANDY, OR 97055","SANDY, OR 97055",97055,97055,45-21-16.0000N,163276.0000N,122-16-05.0000W,440165.0000W
'OG29,"SANDY, OR 97055","SANDY, OR 97055",97055,97055,45-25-50.4330N,163550.4330N,122-14-31.3150W,440071.3150W
'03S,"SANDY, OR 97055","SANDY, OR 97055",97055,97055,45-24-05.8000N,163445.8000N,122-13-43.3000W,440023.3000W
'4OR6,"SANDY, OR 97055","SANDY, OR 97055",97055,97055,45-26-59.4340N,163619.4340N,122-15-15.3210W,440115.3210W
'8S3,"SALEM, OR 97302","SALEM, OR 97302",97302,97302,44-26-04.4000N,159964.4000N,121-56-32.2000W,438992.2000W
'8OR6,"SCAPPOOSE, OR 97056","SCAPPOOSE, OR 97056",97056,97056,45-46-56.4100N,164816.4100N,122-53-38.3770W,442418.3770W
'SPB,"COLUMBIA CITY, OR 97018","COLUMBIA CITY, OR 97018",97018,97018,45-46-15.7000N,164775.7000N,122-51-42.6000W,442302.6000W
'OR51,"SCIO, OR 97374","SCIO, OR 97374",97374,97374,44-43-10.4400N,160990.4400N,122-41-58.3100W,441718.3100W
'25OR,"SCIO, OR 97374","SCIO, OR 97374",97374,97374,44-38-21.8800N,160701.8800N,122-49-35.9200W,442175.9200W
'OG28,"SCIO, OR 97374","SCIO, OR 97374",97374,97374,44-40-59.4400N,160859.4400N,122-46-58.3180W,442018.3180W
'OR63,"MILWAUKIE, OR 97222","MILWAUKIE, OR 97222",97222,97222,45-50-29.3870N,165029.3870N,123-55-36.4930W,446136.4930W
'56S,"SEASIDE, OR 97138","SEASIDE, OR 97138",97138,97138,46-00-53.9850N,165653.9850N,123-54-27.5670W,446067.5670W
'84OR,"SELMA, OR 97538",,97538,#VALUE!,42-14-51.4110N,152091.4110N,123-34-10.2350W,444850.2350W
'5OR0,"SELMA, OR 97538-9709","SELMA, OR 97538-9709",97538-9709,97538-9709,42-17-06.4130N,152226.4130N,123-31-59.2320W,444719.2320W
'71OR,"CANYON CITY, OR 97820","CANYON CITY, OR 97820",97820,97820,44-14-40.2000N,159280.2000N,119-07-34.4700W,428854.4700W
'7OR8,"CANYON CITY, OR 97820-8743",,97820-8743,#VALUE!,44-05-25.5360N,158725.5360N,119-17-22.8450W,429442.8450W
'OR98,"SENECA, OR 97873","SENECA, OR 97873",97873,97873,44-08-17.5520N,158897.5520N,118-58-53.8120W,428333.8120W
'OG14,"SENECA, OR 97873","SENECA, OR 97873",97873,97873,44-01-32.8000N,158492.8000N,118-55-58.4000W,428158.4000W
'OG31,"SHADY COVE, OR 97539","SHADY COVE, OR 97539",97539,97539,42-36-31.4050N,153391.4050N,122-49-45.9700W,442185.9700W
'OG54,"MOUPIN, OR 97037","MOUPIN, OR 97037",97037,97037,44-57-36.3500N,161856.3500N,120-53-04.7700W,435184.7700W
'9OR1,"ROSEBURG, OR 97470","ROSEBURG, OR 97470",97470,97470,45-00-10.4510N,162010.4510N,120-44-23.1570W,434663.1570W
'91OR,"SHERIDAN, OR 97378","SHERIDAN, OR 97378",97378,97378,45-06-09.4120N,162369.4120N,123-25-09.3870W,444309.3870W
'98OR,"SHERIDAN, OR 97378","SHERIDAN, OR 97378",97378,97378,45-11-56.4090N,162716.4090N,123-22-12.3880W,444132.3880W
'67OG,"SHERIDAN, OR 97378","SHERIDAN, OR 97378",97378,97378,45-01-53.0000N,162113.0000N,123-24-22.0000W,444262.0000W
'OG23,"SHERIDAN, OR 97378","SHERIDAN, OR 97378",97378,97378,45-09-25.4100N,162565.4100N,123-23-29.3800W,444209.3800W
'5OR3,"SILETZ, OR 97380","SILETZ, OR 97380",97380,97380,44-43-49.4200N,161029.4200N,123-54-54.4060W,446094.4060W
'1JY2,"SILVER LAKE, OR 97638","SILVER LAKE, OR 97638",97638,97638,43-04-01.5000N,155041.5000N,121-03-10.9800W,435790.9800W
'08OR,"SPRINGFIELD, OR 97478","SPRINGFIELD, OR 97478",97478,97478,42-50-21.5220N,154221.5220N,121-07-01.9830W,436021.9830W
'45S,"LAKEVIEW, OR 97630","LAKEVIEW, OR 97630",97630,97630,43-06-39.5010N,155199.5010N,121-05-39.0000W,435939.0000W
'22OR,"SILVERTON, OR 97381","SILVERTON, OR 97381",97381,97381,44-56-30.4370N,161790.4370N,122-45-45.3200W,441945.3200W
'7OR4,"SISTERS, OR 97759","SISTERS, OR 97759",97759,97759,44-18-31.7950N,159511.7950N,121-27-12.9000W,437232.9000W
'OG15,"BEND, OR 97701","BEND, OR 97701",97701,97701,44-13-59.4000N,159239.4000N,121-23-28.1000W,437008.1000W
'6K5,"SISTERS, OR 97759","SISTERS, OR 97759",97759,97759,44-18-16.0500N,159496.0500N,121-32-20.7500W,437540.7500W
'61OR,"TERREBONNE, OR 97760","TERREBONNE, OR 97760",97760,97760,44-20-05.4230N,159605.4230N,121-21-19.1470W,436879.1470W
'OR34,"SISTERS, OR 97759","SISTERS, OR 97759",97759,97759,44-19-20.4190N,159560.4190N,121-26-00.1530W,437160.1530W
'5S6,"SALEM, OR 97310","SALEM, OR 97302",97310,97302,42-51-28.9000N,154288.9000N,124-31-04.1000W,448264.1000W
'5OR4,"SPRAGUE RIVER, OR 97639","SPRAGUE RIVER, OR 97639",97639,97639,42-26-05.5280N,152765.5280N,121-20-58.9980W,436858.9980W
'41OR,"SPRINGFIELD, OR 97477","SPRINGFIELD, OR 97477",97477,97477,44-03-13.0500N,158593.0500N,123-00-12.9300W,442812.9300W
'OG64,"SPRINGFIELD, OR 97477","SPRINGFIELD, OR 97477",97477,97477,44-04-52.6200N,158692.6200N,123-01-35.2500W,442895.2500W
'23OR,"SPRINGFIELD, OR 97477","SPRINGFIELD, OR 97477",97477,97477,44-02-48.4520N,158568.4520N,122-57-06.2960W,442626.2960W
'36OR,"JASPER, OR 97438-0299",,97438-0299,#VALUE!,44-00-12.0000N,158412.0000N,122-52-48.0000W,442368.0000W
'37OR,"ECHO, OR 97826","ECHO, OR 97826",97826,97826,45-05-35.4720N,162335.4720N,118-23-55.8200W,426235.8200W
'5OR8,"AUMSVILLE, OR 97325","AUMSVILLE, OR 97325",97325,97325,44-46-23.4380N,161183.4380N,122-51-00.3240W,442260.3240W
'56OG,"STAYTON, OR 97383","STAYTON, OR 97383",97383,97383,44-46-18.0000N,161178.0000N,122-43-38.0000W,441818.0000W
'8OR2,"STAYTON, OR 97383","STAYTON, OR 97383",97383,97383,44-46-42.4390N,161202.4390N,122-43-48.3140W,441828.3140W
'5OR9,"STAYTON, OR 97383","STAYTON, OR 97383",97383,97383,44-46-36.4390N,161196.4390N,122-45-36.3160W,441936.3160W
'5OR7,"STAYTON, OR 97383","STAYTON, OR 97383",97383,97383,44-48-20.9000N,161300.9000N,122-47-03.9500W,442023.9500W
'S21,"SUNRIVER, OR 97707","SUNRIVER, OR 97707",97707,97707,43-52-34.7000N,157954.7000N,121-27-11.0000W,437231.0000W
'OG24,"SUTHERLIN, OR 97479","SUTHERLIN, OR 97479",97479,97479,43-23-19.4200N,156199.4200N,123-13-19.2500W,443599.2500W
'6OR0,"TANGENT, OR 97389",,97389,#VALUE!,44-31-47.0000N,160307.0000N,123-05-29.0000W,443129.0000W
'6OR2,"THE DALLES, OR 97058","THE DALLES, OR 97058",97058,97058,45-36-39.4290N,164199.4290N,121-16-14.2590W,436574.2590W
'DLS,"DALLES PORT, WA 98617","DALLES PORT, WA 98617",98617,98617,45-37-09.6786N,164229.6786N,121-10-05.7926W,436205.7926W
'09OR,"THE DALLES, OR 97058","THE DALLES, OR 97058",97058,97058,45-35-14.0600N,164114.0600N,121-09-49.7600W,436189.7600W
'6OR1,"THE DALLES, OR 97058","THE DALLES, OR 97058",97058,97058,45-34-19.4260N,164059.4260N,121-16-19.2600W,436579.2600W
'OR37,"PORTLAND, OR 97223","PORTLAND, OR 97223",97223,97223,45-26-42.4250N,163602.4250N,122-46-25.3510W,441985.3510W
'OG34,"TIGARD, OR 97224","TIGARD, OR 97224",97224,97224,45-23-59.4250N,163439.4250N,122-49-44.3540W,442184.3540W
'TMK,"TILLAMOOK, OR 97141","TILLAMOOK, OR 97141",97141,97141,45-25-05.7000N,163505.7000N,123-48-51.8000W,445731.8000W
'6OR3,"TILLAMOOK, OR 97141","TILLAMOOK, OR 97141",97141,97141,45-27-26.2900N,163646.2900N,123-51-18.0300W,445878.0300W
'5S4,"SALEM, OR 97302","SALEM, OR 97302",97302,97302,44-36-03.7000N,160563.7000N,123-56-22.6000W,446182.6000W
'03OR,"PORTLAND, OR 97225",,97225,#VALUE!,45-51-19.5190N,165079.5190N,117-29-03.6390W,422943.6390W
'6OR5,"TUALATIN, OR 97062","TUALATIN, OR 97062",97062,97062,45-22-40.6500N,163360.6500N,122-44-23.1600W,441863.1600W
'96OR,"AURORA, OR 97002-9464","AURORA, OR 97002-9464",97002-9464,97002-9464,45-06-02.0000N,162362.0000N,118-49-01.0000W,427741.0000W
'59OR,"UMATILLA, OR 97882","UMATILLA, OR 97882",97882,97882,45-55-54.9670N,165354.9670N,119-17-48.0500W,429468.0500W
'OR03,"UNION, OR 97883","UNION, OR 97883",97883,97883,45-03-53.0000N,162233.0000N,117-39-41.6800W,423581.6800W
'S49,"VALE, OR 97918","VALE, OR 97918",97918,97918,43-57-49.5780N,158269.5780N,117-15-33.6330W,422133.6330W
'30OR,"VERNONIA, OR 97064","VERNONIA, OR 97064",97064,97064,45-48-09.4010N,164889.4010N,123-16-48.4190W,443808.4190W
'05S,"VERNONIA, OR 97064","VERNONIA, OR 97064",97064,97064,45-51-07.5825N,165067.5825N,123-14-34.3295W,443674.3295W
'R33,"SALEM, OR 97302","SALEM, OR 97302",97302,97302,44-23-04.4300N,159784.4300N,124-05-06.4300W,446706.4300W
'99OR,"WALLA WALLA, WA 99362","WALLA WALLA, WA 99362",99362,99362,45-39-02.5200N,164342.5200N,117-40-11.7040W,423611.7040W
'32OR,"CLACKAMAS, OR 97015","CLACKAMAS, OR 97015",97015,97015,45-15-17.4220N,162917.4220N,121-17-37.2410W,436657.2410W
'OR53,"MAUPIN, OR 97037","MAUPIN, OR 97037",97037,97037,45-08-44.4230N,162524.4230N,121-13-44.2270W,436424.2270W
'15OR,"SALEM, OR 97309-5047","SALEM, OR 97309-5047",97309-5047,97309-5047,46-06-59.3800N,166019.3800N,123-55-53.5150W,446153.5150W
'35S,"SALEM, OR 97302-1125","SALEM, OR 97302-1125",97302-1125,97302-1125,45-35-21.1350N,164121.1350N,120-40-26.3450W,434426.3450W
'92OR,"WEST LINN, OR 97068","WEST LINN, OR 97068",97068,97068,45-20-11.4330N,163211.4330N,122-39-53.3330W,441593.3330W
'57OR,"WEST LINN, OR 97068","CANBY, OR 97013",97068,97013,45-20-34.0000N,163234.0000N,122-41-48.0000W,441708.0000W
